fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"51","3380",CA00489,CA00489,NA,"-9999",LOOKOUT,-121.1462,41.2091,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"7925397","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180200021206",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"52","3381",MT01176,MT01176,NA,"-9999",BASS LAKE,-114.2834,46.5927,MT,NA,NA,NA,NA,-9999,-9999,NA,NA,"24322410","24331358",NA,"1025461",NA,"458873",NA,"45177882",NA,"17","170102051501",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"53","3382",WI00303,WI00303,NA,"-9999",LA VALLE,-90.13295,43.58215,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13653200","13652618",NA,"-9999",NA,"-9999",NA,"157076221",NA,"07","070700040206",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-073,"2001","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"54","3383",CA01274,CA01274,NA,"-9999",ANDREW CADEMARTORI,-120.4313,38.1479,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"-9999",NA,"479192",NA,"59564181",NA,"18","180400100604",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"55","3384",CA00100,CA00100,NA,"-9999",SANTA YNEZ CANYON,-118.5674,34.0725,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","20364649",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180701040403",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"56","3385",CA00753,CA00753,NA,"-9999",ROSSMOOR NO. 1,-117.7304,33.6192,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180702040102",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11048500,NA,"-9999",NA,NA,NA,NA
"57","3386",WI00284,WI00284,NA,"-9999",WAUBEKA,-87.99227,43.47202,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"12162532","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040400030602",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-071,"2001","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-04086360,NA,"-9999",NA,NA,NA,NA
"58","3387",NJ00161,NJ00161,NA,"-9999",YARDS CREEK AUXILIARY RESERVOIR DAM                              ,-75.0179,41.0134,NJ,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","2584935",NA,"1054837",NA,"24916",NA,"26035122",NA,"02","020401050104",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"59","3388",CA10411,CA10411,NA,"-9999",SACK,-120.5,36.9837,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"19784273","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180400010806",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11256000,NA,"-9999",NA,NA,NA,NA
"60","3389",CA01256,CA01256,NA,"-9999",NAPA VALLEY LAKE,-122.4117,38.7466,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"-9999",NA,"475629",NA,{228BF2F2-8B20-41D3-82E7-D17D5E993FB9},NA,"18","180201620308",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"61","3390",CA01223,CA01223,NA,"-9999",DAVIS CREEK,-122.3538,38.8638,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"8009413","-9999",NA,"1057383",NA,"474802",NA,"116954102",NA,"18","180201160603",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11451600,NA,"-9999",NA,NA,NA,NA
"62","3391",CA00861,CA00861,NA,"-9999",MAMMOTH RESERVOIR,-121.139,38.8186,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","15021805",NA,"-9999",NA,"475239",NA,"105942028",NA,"18","180201110101",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"63","3392",ME00054,ME00054,NA,"-9999",BATSON RIVER,-70.44364,43.39462,ME,NA,NA,NA,NA,-9999,-9999,NA,NA,"5845408","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"01","010600030301",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"64","1516",WI00181,WI00181,NA,"-9999",RODOLF,-90.46627,43.22355,WI,NA,hc4095,hc4095_p01,MUSCODA,43.22355,-90.46626,"4129",NA,"13637439","13634349",NA,"1048927",NA,"5384",NA,"141290151",NA,"07","070700051303",NA,Hydropower is a reported purpose in an older version of the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"65","3393",CA00006,CA00006,NA,"-9999",PRESTON FOREBAY,-120.9233,38.3754,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"18","180400120502",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"66","3394",CA00860,CA00860,NA,"-9999",CLOVER VALLEY,-121.1976,38.8683,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"15022131","-9999",NA,"-9999",NA,"476339",NA,"105941470",NA,"18","180201110103",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"67","3395",CA00094,CA00094,NA,"-9999",EAGLE ROCK,-118.1911,34.1463,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","22514044",NA,"-9999",NA,"482434",NA,"27687828",NA,"18","180701050210",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-11097500,NA,"-9999",NA,NA,NA,NA
"68","3396",CA01081,CA01081,NA,"-9999",LOS ANGELES RESERVOIR,-118.4836,34.2935,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"1061737",NA,"482230",NA,"27693248",NA,"18","180701050204",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"69","3397",CA00746,CA00746,NA,"-9999",PETERS CANYON,-117.7628,33.7797,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"22563308","22560296",NA,"-9999",NA,"481994",NA,"27850729",NA,"18","180702030902",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"70","3398",WI00726,WI00726,NA,"-9999",PORT WING,-91.48457,46.74664,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"1799085","1797375",NA,"1023470",NA,"103836",NA,"111724921",NA,"04","040103010806",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-076,"2001","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"71","3399",NC05713,NC05713,NA,"-9999",ASHEVILLE 1982 ASH BASIN DAM,-82.5442,35.4646,NC,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"1060363",NA,"273074",NA,"90695443",NA,"06","060101050704",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"72","3400",NH00186,NH00186,NA,"-9999",FIRST CONNECTICUT LAKE DAM,-71.2891,45.0886,NH,NA,NA,NA,NA,-9999,-9999,NA,NA,"4592157","4592043",NA,"8886",NA,"6265",NA,"91152907",NA,"01","010801010104",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"73","3401",NC05950,NC05950,NA,"-9999",SUTTON 1971 (1983) ASH BASIN DAM,-77.9928,34.2931,NC,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"03","030300050501",Dam consists of several structures listed separately in the NID. This is a secondary structure.,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"74","3402",WI00136,WI00136,NA,"-9999",MANCHESTER,-89.04771,43.68769,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","6866605",NA,"-9999",NA,"124694",NA,"155444484",NA,"04","040302010502",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-107,"2005","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-04073050,NA,"-9999",NA,NA,NA,NA
"75","3403",WI01146,WI01146,NA,"-9999",BIG ST GERMAIN                                                   ,-89.5324,45.9184,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13395577","13393681",NA,"108235",NA,"276483",NA,{94177604-29A8-4D62-99B6-9AA3355E42D0},NA,"07","070700010503",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"76","3404",WI00056,WI00056,NA,"-9999",GRIMH,-91.22034,45.76099,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13122568","-9999",NA,"1034893",NA,"-9999",NA,NA,NA,"07","070500010407",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"77","3405",WI00301,WI00301,NA,"-9999",LINEN MILL,-89.71548,43.45864,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13653992","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070700040404",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-070,"2001","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05405000,NA,"-9999",NA,NA,NA,NA
"78","3406",WI00288,WI00288,NA,"-9999",NELSONVILLE,-89.31128,44.49416,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"1575504","166766698",NA,"-9999",NA,"51128",NA,"75657961",NA,"04","040302021804",Dam removed according to American Rivers.,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",WI-029,"1988","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"79","3407",CA00886,CA00886,NA,"-9999",MENDOTA DIVERSION,-120.3718,36.7884,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"19784319","19778781",NA,"-9999",NA,"478867",NA,"102759531",NA,"18","180400010806",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"80","3408",CA00223,CA00223,NA,"-9999",ROBERT A SKINNER,-117.0703,33.5961,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"22545261","22545095",NA,"113305",NA,"482420",NA,"27594673",NA,"18","180703020405",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"81","3409",CA00050,CA00050,NA,"-9999",CLIFTON COURT FOREBAY,-121.5864,37.821,CA,NA,NA,NA,NA,-9999,-9999,NA,NA,"-9999","1890272",NA,"112584",NA,"479677",NA,"153039018",NA,"18","180400030604",NA,Hydropower is a reported purpose in an older version of the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"82","3410",NY01470,NY01470,NA,"-9999",CRYSTAL LAKE DIKE,-75.28,43.83833,NY,NA,NA,NA,NA,-9999,-9999,NA,NA,"15512948","15511970",NA,"1047506",NA,"53432",NA,"131844565",NA,"04","041501010903",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"83","3045",TX02312,TX02312,NA,"1242",RED BLUFF DAM,-103.91,31.901667,TX,NA,hr4019,hr4019_p01,RED BLUFF,31.90174622,-103.9112105,"3606",NA,"1794927","3210503",NA,"9489",NA,"448188",NA,"96520640",NA,"13","130700010401",NA,Hydropower is a reported purpose in GRanDv1.3. Associated power plant is retired.,NA,NA,"1981",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NLA17_TX-10021,NLA22_TX-10001
"84","3046",WI00041,WI00041,NA,"822",TURTLE DAM,-90.2233,46.0698,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13346368","13345552",NA,"8731",NA,"803",NA,"69886650",NA,"07","070500020502",NA,Hydropower is a reported purpose in GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05357500,NA,"-9999",NA,NA,NA,NA
"85","3047",NV10439,NV10439,NA,"535",BODIE DAM,-119.7367,38.8461,NV,NA,NA,NA,NA,-9999,-9999,NA,NA,"8922271","8921695",NA,"1057399",NA,"456919",NA,"65166245",NA,"16","160502010304",NA,Hydropower is a reported purpose in GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",GRanDv1.3 dam height is not accurate,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"86","3048",UT10135,UT10135,NA,"493",SOLDIER CREEK,-111.0262,40.1369,UT,NA,NA,NA,NA,-9999,-9999,NA,NA,"1707338","11964599",NA,"9194",NA,"452712",NA,"75931039",NA,"14","140600040106",NA,Hydropower is a reported purpose in GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-09285000,NA,"-9999",NLA06608-0637,NA,NA,NA
